transdate,cst_dim_id,monthly_os_changes,monthly_phone_model_changes,last_phone_model_categorical,last_os_categorical,logins_last_7_days,logins_last_30_days,login_frequency_7d,login_frequency_30d,freq_change_7d_vs_mean,logins_7d_over_30d_ratio,avg_login_interval_30d,std_login_interval_30d,var_login_interval_30d,ewm_login_interval_7d,burstiness_login_interval,fano_factor_login_interval,zscore_avg_login_interval_7d
2025-07-21 00:00:00.000',2095336822,1,1,"iPhone13,1",iOS/18.5,10,22,1.428571429,0.7333333333,0.9480519481,0.4545454545,101697.1429,255715.2384,65390283171,39588.87426,0.4309254621,642990.3666,-0.1828224101
2025-05-22 00:00:00.000',2937607295,1,1,Xiaomi Redmi Note 8 Pro,Android/11,36,224,5.142857143,7.466666667,-0.3112244898,0.1607142857,11036.12167,19623.52511,385082737.6,8600.527101,0.2800881398,34892.94056,0.2518780618
2025-05-22 00:00:00.000',2938757855,1,1,Vivo_v2109,Android/13,3,17,0.4285714286,0.5666666667,-0.243697479,0.1764705882,101827.5,130627.0855,17063435460,192756.9231,0.1238933851,167571.9767,0.8882728997
2024-12-24 00:00:00.000',2937833270,1,1,"iPhone16,1",iOS/17.5.1,12,38,1.714285714,1.266666667,0.3533834586,0.3157894737,45842.95082,105781.0036,11189620731,41357.65301,0.3953072787,244085.9616,-0.1247624415
2025-07-20 00:00:00.000',456326660,1,1,"iPhone14,5",iOS/16.6.1,17,74,2.428571429,2.466666667,-0.01544401544,0.2297297297,32374,38969.15605,1518595123,5748.354631,0.09244272911,46907.86196,0.03540620685
2025-07-20 00:00:00.000',2937698824,1,1,Samsung_sm-a057f,Android/15,1,10,0.1428571429,0.3333333333,-0.5714285714,0.1,212333.3333,273536.1709,74822036800,-1,0.1259655876,352380.0791,-1
2024-12-24 00:00:00.000',2933493153,1,1,Xiaomi M2006C3MG,Android/10,18,64,2.571428571,2.133333333,0.2053571429,0.28125,41643.58209,62915.21817,3958324678,50427.96269,0.2034418531,95052.45417,-0.1941556773
2024-12-24 00:00:00.000',2937782448,1,1,Realme RMX3771,Android/14,8,21,1.142857143,0.7,0.6326530612,0.380952381,124140,269205.9791,72471859200,34724.12242,0.3687999543,583791.3581,-0.1643881977
2025-02-08 00:00:00.000',2937759666,2,2,"iPhone14,5",iOS/17.5.1,16,36,2.285714286,1.02,0.9047619048,0.4444444444,67975.71429,82149.3635,6748517923,77264.12158,0.09441226888,99278.36719,-0.3864633021
2024-12-24 00:00:00.000',2938147796,1,1,Xiaomi M2006C3MG,Android/10,14,26,2,0.8666666667,1.307692308,0.5384615385,108636.9231,211848.4589,44879769526,18081.74532,0.3220475616,413117.09,-0.4031982273
2025-05-22 00:00:00.000',452154710,1,1,Samsung_sm-a135f,Android/14,7,21,1,0.7,0.4285714286,0.3333333333,137037.1429,173057.9101,29949040251,45104.93706,0.116160406,218546.8817,-0.5396872226
2025-02-08 00:00:00.000',455852784,1,1,Xiaomi 21081111RG,Android/14,18,55,2.571428571,1.833333333,0.4025974026,0.3272727273,46662.71186,61345.2759,3763242875,13669.55093,0.1359396128,80647.75331,-0.2379646316
2024-12-24 00:00:00.000',500672702,2,2,TECNO LH8n,Android/14,5,27,0.7142857143,0.9,-0.2063492063,0.1851851852,102390,165138.6993,27270790000,9114.791814,0.2345494126,266342.3186,-0.04877717964
2025-07-20 00:00:00.000',456167524,1,1,"iPhone15,2",iOS/18.5,10,58,1.428571429,1.933333333,-0.2610837438,0.1724137931,43054.02985,46883.76679,2198087588,35669.93195,0.04258206314,51054.16603,0.1699089193
2024-12-24 00:00:00.000',1286648072,1,1,"iPhone14,5",iOS/18.0,7,28,1,0.9333333333,0.07142857143,0.25,88876,144478.8735,20874144894,26370.02711,0.2382760329,234868.1859,-0.4814960022
2025-02-08 00:00:00.000',2935588230,1,1,"iPhone16,1",iOS/18.2,12,31,1.714285714,1.033333333,0.6589861751,0.3870967742,81603.42857,111805.3338,12500432670,49885.44916,0.156155827,153185.1405,-0.5700473804
2025-07-20 00:00:00.000',2938903490,1,1,"iPhone14,5",iOS/18.5,6,15,0.8571428571,0.5,0.7142857143,0.4,158751.4286,187716.9133,35237639552,91662.13599,0.08360211096,221967.3855,-0.3981496779
2025-02-08 00:00:00.000',454732825,1,1,Vivo V2154,Android/13,11,59,1.571428571,1.966666667,-0.200968523,0.186440678,38051.35135,62714.27707,3933080549,2696.790987,0.2447553408,103362.4407,0.2235001231
2025-07-20 00:00:00.000',455852784,1,1,Xiaomi_21081111rg,Android/14,66,139,9.428571429,4.633333333,1.034943474,0.4748201439,18883.13725,31820.74258,1012559659,2145.073446,0.255160066,53622.4275,-0.3263685966
2025-07-21 00:00:00.000',465356982,1,1,OPPO CPH2477,Android/12,10,29,1.428571429,0.9666666667,0.4778325123,0.3448275862,71487.85714,80070.83944,6411339329,58792.86395,0.05663140744,89684.31262,-0.309074531
2025-07-21 00:00:00.000',2938093850,1,1,Vivo V2154,Android/14,0,10,0,0.3333333333,-1,0,145866.6667,224500.308,50400388300,-1,0.2123127782,345523.6858,-1
2024-12-24 00:00:00.000',2937764287,2,2,Xiaomi Redmi Note 8,Android/9,40,44,5.714285714,1.466666667,2.896103896,0.9090909091,20734.88372,44367.04034,1968434268,947.4637586,0.3630024298,94933.46068,-0.1461471047
2024-12-24 00:00:00.000',455579485,1,1,Samsung SM-A525F,Android/13,6,21,0.8571428571,0.7,0.2244897959,0.2857142857,107848.6957,202449.1426,40985655339,105294.5183,0.3048698227,380029.2168,-0.3200443075
2025-07-21 00:00:00.000',451851768,2,1,Samsung SM-A256E,Android/15,8,15,1.142857143,0.5,1.285714286,0.5333333333,163337.1429,262820.4517,69074589837,6628.618927,0.2334425342,422895.7886,-0.5102994915
2025-07-20 00:00:00.000',454326351,1,1,HONOR CRT-NX1,Android/14,10,35,1.428571429,1.166666667,0.2244897959,0.2857142857,77174.59459,140034.2297,19609585481,87160.68368,0.2893972438,254093.7932,-0.1658256079
2025-05-22 00:00:00.000',454192001,2,2,"iPhone13,2",iOS/18.1.1,20,112,2.857142857,3.733333333,-0.2346938776,0.1785714286,24677.06897,35994.38809,1295595974,31257.88402,0.1865344871,52502.02023,0.1188426336
2024-12-24 00:00:00.000',456112296,2,1,"iPhone15,4",iOS/18.2,44,161,6.285714286,5.366666667,0.1712511091,0.2732919255,16864.18605,26637.25889,709543561.3,6139.993253,0.2246608787,42073.988,-0.1355157247
2024-12-24 00:00:00.000',455852784,2,2,Xiaomi 21081111RG,Android/14,23,85,3.285714286,2.833333333,0.1596638655,0.2705882353,32331.23596,34029.48707,1158005991,26651.25948,0.02559120879,35816.94161,-0.2110832326
2025-07-20 00:00:00.000',450724681,1,1,Xiaomi 2312DRA50G,Android/14,2,10,0.2857142857,0.3333333333,-0.1428571429,0.2,233502,134527.7371,18097712040,117240,-0.26893007,77505.59755,-0.8642232638
2024-12-24 00:00:00.000',453145885,1,1,Vivo V2111,Android/12,8,29,1.142857143,0.9666666667,0.1822660099,0.275862069,90750,92139.20758,8489633574,26935.32719,0.007595897004,93549.68126,-0.1640530094
2025-02-08 00:00:00.000',456112296,3,3,"iPhone15,4",iOS/18.2.1,18,90,2.571428571,3,-0.1428571429,0.2,27633.26733,39193.41039,1536123418,1030.045273,0.1729869486,55589.64128,0.01211856694
2025-02-08 00:00:00.000',2937708912,2,2,Xiaomi 2303CRA44A,Android/13,10,25,1.428571429,0.8333333333,0.7142857143,0.4,107651.5385,103535.0654,10719509766,39645.5977,-0.01949211264,99576.00159,-0.4666844508
2025-07-21 00:00:00.000',2937764287,1,2,Tecno_kl4,Android/14,30,87,4.285714286,2.09,0.4778325123,0.3448275862,29975.87629,106561.0824,11355264274,11833.52106,0.5609119086,378813.422,-0.09564869075
2025-02-08 00:00:00.000',2685464175,1,1,Samsung SM-F731B,Android/13,0,2,0,0.06666666667,-1,0,293760,433525.6671,"1,88E+11",-1,0.192174373,639789.2974,-1
2025-07-20 00:00:00.000',455296083,1,1,"iPhone14,7",iOS/17.6.1,15,35,2.142857143,1.166666667,0.8367346939,0.4285714286,58326.12245,93532.96096,8748414787,51240.22863,0.2318388714,149991.3661,-0.2261889523
2024-12-24 00:00:00.000',453006901,1,1,Samsung SM-F721B,Android/14,4,23,0.5714285714,0.7666666667,-0.2546583851,0.1739130435,103592.7273,138721.752,19243724478,64327.33813,0.1449728668,185763.2769,-0.09567877482
2024-12-24 00:00:00.000',465356982,1,1,OPPO CPH2477,Android/12,16,53,2.285714286,1.766666667,0.2938005391,0.3018867925,49141.05263,53657.35037,2879111249,10248.87561,0.0439335399,58588.71747,-0.2262700739
2024-12-24 00:00:00.000',2938195594,1,1,Samsung SM-A235F,Android/12,1,8,0.1428571429,0.2666666667,-0.4642857143,0.125,231891.4286,447229.4544,200014184914,-1,0.3170834991,862533.7562,-1
2025-07-21 00:00:00.000',497439421,1,1,"iPhone16,1",iOS/18.5,5,25,0.7142857143,0.8333333333,-0.1428571429,0.2,64388.57143,135782.3319,18436841661,12901.60903,0.3566640271,286337.1753,-0.3114806679
2025-07-20 00:00:00.000',456173125,1,1,Vivo V2058,Android/13,0,2,0,0.06666666667,-1,0,672480,-1,-1,-1,-1,-1,-1
2025-01-28 00:00:00.000',2937708912,2,2,Xiaomi 2303CRA44A,Android/13,4,15,0.5714285714,0.5,0.1428571429,0.2666666667,101640,114775.1408,13173332954,149294.6763,0.06069418611,129607.7622,0.553429946
2025-06-03 00:00:00.000',456065880,1,2,Xiaomi M2007J3SG,Android/12,5,22,0.7142857143,0.7333333333,-0.02597402597,0.2272727273,118040,100212.3955,10042524209,61910.38814,-0.08168343113,85077.2976,-0.7942630212
2025-07-03 00:00:00.000',452171932,1,1,"iPhone14,7",iOS/18.4.1,17,33,2.428571429,1.01,1.207792208,0.5151515152,62203.04348,191116.2824,36525433386,19416.50502,0.5088961865,587196.8853,-0.1922614495
2025-02-11 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/17.3.1,8,30,1.142857143,1,0.1428571429,0.2666666667,86778,130586.7827,17052907817,26864.44211,0.2015449888,196511.8788,-0.1556337775
2025-02-11 00:00:00.000',456311041,1,1,OPPO CPH2067,Android/11,1,4,0.1428571429,0.1333333333,0.07142857143,0.25,634100,655933.3433,"4,30E+11",-1,0.01692463484,678518.4526,-1
2025-02-11 00:00:00.000',2094722364,1,1,"iPhone13,1",iOS/17.5.1,6,16,0.8571428571,0.5333333333,0.6071428571,0.375,165637.5,183993.8193,33853725540,66152.03144,0.05250193071,204384.4271,-0.3570201448
2025-06-03 00:00:00.000',455852784,2,2,Xiaomi_21081111rg,Android/14,16,75,2.285714286,2.05,-0.08571428571,0.2133333333,29834.2268,39860.15564,1588832008,70660.09655,0.1438556235,53255.34388,0.06457007391
2025-02-11 00:00:00.000',455579485,1,1,Samsung SM-A525F,Android/13,1,6,0.1428571429,0.2,-0.2857142857,0.1666666667,243889.0909,449726.9714,202254348829,-1,0.2967605448,829288.2149,-1
2025-06-03 00:00:00.000',451004861,1,2,Oppo_cph2481,Android/14,12,35,1.714285714,1.166666667,0.4693877551,0.3428571429,64468.63636,83610.71306,6990751338,26854.07664,0.1292690491,108436.4698,-0.2044703181
2025-01-28 00:00:00.000',2937827669,1,1,"iPhone14,5",iOS/16.0,5,10,0.7142857143,0.3333333333,1.142857143,0.5,191848,278553.4545,77592027017,21468.44037,0.18432225,404445.3266,-0.4540528863
2025-06-06 00:00:00.000',2938959380,1,1,Samsung_sm-s921b,Android/14,6,18,0.8571428571,0.6,0.4285714286,0.3333333333,154360,226366.4998,51241792235,125673.0672,0.1891292039,331962.8935,-0.3120426391
2025-07-03 00:00:00.000',2095053235,1,1,Xiaomi_22101316g,Android/13,9,41,1.285714286,1.366666667,-0.05923344948,0.2195121951,55958.4,67607.08052,4570717336,42104.40984,0.09427131646,81680.62947,0.08840198326
2025-06-03 00:00:00.000',452274831,1,1,"iPhone16,1",iOS/17.6.1,10,24,1.428571429,0.8,0.7857142857,0.4166666667,86998.18182,84097.6595,7072416334,24136.09309,-0.01695261727,81293.8407,-0.3193689572
2025-06-06 00:00:00.000',2938890568,1,1,Samsung_sm-a225f,Android/13,2,2,0.2857142857,0.06666666667,3.285714286,1,7020,-1,-1,7020,-1,-1,-1
2025-06-03 00:00:00.000',454464049,1,1,Xiaomi 23053RN02A,Android/15,4,28,0.5714285714,0.9333333333,-0.387755102,0.1428571429,93482.14286,91017.77479,8284235329,102282.7338,-0.01335701443,88618.37219,0.2416874857
2025-06-03 00:00:00.000',2933493153,4,5,Vivo_v2339,Android/15,25,85,3.571428571,2.833333333,0.2605042017,0.2941176471,29440.625,30885.58191,953919170.1,5943.065779,0.0239523913,32401.45785,-0.2660828934
2025-02-11 00:00:00.000',2937607295,3,2,Xiaomi Redmi Note 8 Pro,Android/11,52,208,7.428571429,6.933333333,0.07142857143,0.25,11966.09865,16687.60026,278476002.3,11624.64538,0.1647780838,23272.07976,-0.06529567162
2025-06-03 00:00:00.000',455296083,1,1,"iPhone14,7",iOS/17.6.1,13,40,1.857142857,1.333333333,0.3928571429,0.325,66874.5,68236.29247,4656191610,18907.74464,0.01007907988,69625.81567,-0.4356845738
2025-07-03 00:00:00.000',2934995000,2,2,"iPhone14,3",iOS/18.5,5,34,0.7142857143,1.133333333,-0.3697478992,0.1470588235,76524.70588,183655.4837,33729336680,114487.41,0.4117560909,440764.0159,-0.1152141252
2025-02-11 00:00:00.000',2938282460,2,2,Xiaomi 23090RA98G,Android/14,22,32,3.142857143,1.066666667,1.946428571,0.6875,79044,147092.8937,21636319384,5797.086414,0.3009190256,273725.0061,-0.3536424119
2025-06-06 00:00:00.000',452966691,1,2,Xiaomi 23021RAAEG,Android/15,26,183,3.714285714,6.01,-0.3911007026,0.1420765027,13300.83333,34457.31862,1187306807,33100.3185,0.4429921264,89265.59539,0.1884756831
2025-02-11 00:00:00.000',453660874,2,1,"iPhone17,1",iOS/18.2.1,11,33,1.571428571,1.01,0.4285714286,0.3333333333,84127.27273,97282.01951,9463791320,16171.60149,0.07251418394,112493.7373,-0.4072620298
2025-06-03 00:00:00.000',2095839711,3,2,"iPhone17,2",iOS/18.5,20,97,2.857142857,3.233333333,-0.11634757,0.206185567,26833.39806,33223.76003,1103818230,60985.46578,0.1064046681,41135.9839,0.1107093504
2025-07-03 00:00:00.000',452718092,1,1,Xiaomi_poco_f2_pro,Android/12,17,116,2.428571429,3.866666667,-0.3719211823,0.1465517241,22374.4186,28567.57329,816106243.6,73273.35317,0.121572684,36474.96983,0.4243213546
2025-06-03 00:00:00.000',2938757855,1,1,Vivo_v2109,Android/13,6,22,0.8571428571,0.7333333333,0.1688311688,0.2727272727,92775.55556,112340.2122,12620323272,4370.312259,0.09538348435,136030.6947,-0.4192938098
2025-02-11 00:00:00.000',456088424,1,1,Xiaomi 2209116AG,Android/13,15,24,2.142857143,0.8,1.678571429,0.625,92504.51613,197383.8552,38960386312,14011.93218,0.3617921568,421172.8026,-0.2712420516
2025-02-11 00:00:00.000',2938208716,2,1,"iPhone14,5",iOS/18.3,8,36,1.142857143,1.02,-0.04761904762,0.2222222222,32873.14286,170939.2367,29220222657,111.4438208,0.6774176042,888878.2793,-0.1780181443
2025-02-11 00:00:00.000',2937698824,2,2,OPPO CPH2239,Android/11,0,5,0,0.1666666667,-1,0,135120,91900.08923,8445626400,-1,-0.1903792344,62504.63588,-1
2025-02-11 00:00:00.000',452300121,2,2,Xiaomi M2101K7AG,Android/12,9,66,1.285714286,2.02,-0.4155844156,0.1363636364,37770.78947,84035.12037,7061901455,1470.7017,0.3798200839,186967.2716,-0.3223746138
2025-02-11 00:00:00.000',455852784,1,1,Xiaomi 21081111RG,Android/14,19,62,2.714285714,2.066666667,0.3133640553,0.3064516129,44372.30769,59287.09542,3514959684,60128.57306,0.1438826318,79215.16519,-0.3310271972
2025-06-06 00:00:00.000',452876818,1,1,Samsung SM-S921B,Android/14,15,47,2.142857143,1.566666667,0.367781155,0.3191489362,52762.17391,132323.4959,17509507577,2474.032022,0.4298621395,331857.2052,-0.1514850474
2025-06-03 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/17.3.1,0,28,0,0.9333333333,-1,0,44112,95509.19274,9122005898,-1,0.3681188488,206791.9364,-1
2025-06-06 00:00:00.000',2937654982,2,1,"iPhone16,1",iOS/18.5,23,51,3.285714286,1.07,0.9327731092,0.4509803922,49264.36364,86153.61154,7422444781,2534.11669,0.2724102753,150665.5975,-0.3561798661
2025-07-03 00:00:00.000',456326660,1,1,"iPhone14,5",iOS/16.6.1,13,57,1.857142857,1.09,-0.02255639098,0.2280701754,40290,89618.30406,8031440422,118072.0536,0.3797163269,199340.7898,0.04390844082
2025-07-03 00:00:00.000',2685464175,1,1,Samsung SM-F731B,Android/13,5,26,0.7142857143,0.8666666667,-0.1758241758,0.1923076923,106926.9231,136518.0551,18637179358,74938.22159,0.1215516221,174298.2854,-0.4450467965
2025-01-28 00:00:00.000',454192001,2,2,"iPhone13,2",iOS/18.1.1,24,109,3.428571429,3.633333333,-0.05635648755,0.2201834862,23350.41322,32270.62101,1041392981,16177.26512,0.16037472,44598.48186,-0.06135544896
2025-07-03 00:00:00.000',455896453,1,1,"iPhone15,3",iOS/18.5,13,24,1.857142857,0.8,1.321428571,0.5416666667,89229.375,141298.605,19965295767,6586.427606,0.2258694584,223752.5004,-0.3779540146
2025-06-06 00:00:00.000',450724681,1,1,Xiaomi 2312DRA50G,Android/14,3,11,0.4285714286,0.3666666667,0.1688311688,0.2727272727,228621.8182,99078.68972,9816586756,260589.2308,-0.3953095138,42938.10116,-0.08984594172
2025-01-28 00:00:00.000',2937920677,1,1,"iPhone14,3",iOS/18.1.1,9,31,1.285714286,1.033333333,0.2442396313,0.2903225806,89257.5,172322.3066,29694977361,14325.3282,0.3175505315,332688.8761,-0.4307915873
2025-06-03 00:00:00.000',2937918969,1,2,Xiaomi 220333QAG,Android/13,17,101,2.428571429,3.366666667,-0.2786421499,0.1683168317,27084.57143,52504.68486,2756741933,3099.114047,0.3193912674,101782.7415,0.03702866852
2025-06-06 00:00:00.000',453024373,1,1,Vivo V2116,Android/13,9,13,1.285714286,0.4333333333,1.967032967,0.6923076923,155523.3333,363110.5427,131849266224,20003.05115,0.4002577135,847778.0369,-0.3316850357
2025-06-03 00:00:00.000',497566784,1,1,Honor_lly-lx1,Android/14,6,26,0.8571428571,0.8666666667,-0.01098901099,0.2307692308,88972.25806,149917.9806,22475400898,23581.19992,0.2551201876,252611.3351,-0.1591554127
2025-05-21 00:00:00.000',2937778211,1,2,Samsung_sm-a556e,Android/14,4,13,0.5714285714,0.4333333333,0.3186813187,0.3076923077,98820,112065.6123,12558701455,118991.6547,0.06280946401,127086.6369,0.4577675431
2025-01-11 00:00:00.000',455896453,1,1,"iPhone15,3",iOS/18.0.1,9,26,1.285714286,0.8666666667,0.4835164835,0.3461538462,89936,90179.43758,8132330963,41765.77036,0.001351564231,90423.5341,-0.3609858397
2025-05-21 00:00:00.000',456311041,1,1,OPPO CPH2067,Android/11,2,5,0.2857142857,0.1666666667,0.7142857143,0.4,440400,410499.1342,"1,69E+11",112560,-0.03514031754,382628.3815,-0.7986374944
2025-05-21 00:00:00.000',453173126,1,1,Xiaomi_2209116ag,Android/13,7,54,1,1.08,-0.4444444444,0.1296296296,45978.11321,58566.31222,3430012927,68896.68406,0.1204100454,74600.99356,0.5023687795
2025-03-01 00:00:00.000',2937668970,2,2,Samsung SM-S921B,Android/14,15,58,2.142857143,1.933333333,0.1083743842,0.2586206897,46440.98361,77420.09855,5993871659,671.4806952,0.2501117736,129064.2703,-0.1334774941
2025-05-21 00:00:00.000',2938988670,2,2,"iPhone14,5",iOS/18.3.2,1,11,0.1428571429,0.3666666667,-0.6103896104,0.09090909091,102150,197516.5558,39012789800,-1,0.3182422393,381916.6892,-1
2025-01-11 00:00:00.000',2937920677,2,2,"iPhone14,3",iOS/18.1.1,4,16,0.5714285714,0.5333333333,0.07142857143,0.25,132211.4286,251283.3443,63143319103,44071.94245,0.3104916263,477593.5014,-0.03426979451
2025-07-27 00:00:00.000',452718092,2,2,Xiaomi_poco_f2_pro,Android/12,44,125,6.285714286,4.166666667,0.5085714286,0.352,19579.72028,26096.61054,681033081.6,15367.99231,0.1426754326,34782.57462,-0.3595833379
2025-01-11 00:00:00.000',2933083574,1,1,Xiaomi 2209116AG,Android/11,5,73,0.7142857143,2.433333333,-0.7064579256,0.06849315068,35656.5,75655.45343,5723747633,96274.0861,0.3593410429,160524.6626,1.029780359
2025-05-21 00:00:00.000',452154710,1,1,Samsung_sm-a135f,Android/14,9,20,1.285714286,0.6666666667,0.9285714286,0.45,126519.1304,168715.2782,28464845108,20729.17164,0.1429242207,224984.5143,-0.3550604964
2025-03-01 00:00:00.000',501247811,3,1,"iPhone14,5",iOS/18.3.1,19,78,2.714285714,2.06,0.04395604396,0.2435897436,32508,43597.5515,1900746497,38895.92304,0.1457127803,58470.11496,-0.03978816715
2025-07-27 00:00:00.000',2937920677,2,2,"iPhone14,3",iOS/18.5,1,21,0.1428571429,0.7,-0.7959183673,0.04761904762,86476.875,154791.6023,23960440158,-1,0.283148168,277073.3813,-1
2025-01-11 00:00:00.000',2935076378,1,1,Vivo V2111,Android/12,10,15,1.428571429,0.5,1.857142857,0.6666666667,159095.2941,471048.4447,221886637226,6382.8079,0.4950507818,1394677.564,-0.2283741626
2025-03-01 00:00:00.000',2094903392,1,1,Vivo V2061,Android/12,8,28,1.142857143,0.9333333333,0.2244897959,0.2857142857,85532.90323,162356.1454,26359517961,40320.53129,0.3099097868,308179.8579,-0.3207149686
2025-01-11 00:00:00.000',2937769334,3,3,x86_64,mibWebv3/13.2.2,42,71,6,2.366666667,1.535211268,0.5915492958,38276.8,96360.17715,9285283741,5290.716071,0.4314073175,242582.5498,-0.2716912256
2025-05-21 00:00:00.000',2095839711,3,2,"iPhone17,2",iOS/18.4.1,31,82,4.428571429,2.733333333,0.6202090592,0.3780487805,30927.74194,38374.86735,1472630444,25166.74898,0.1074580811,47615.19437,-0.3232256629
2025-03-01 00:00:00.000',452171932,3,1,"iPhone14,7",iOS/18.3.1,21,55,3,1.833333333,0.6363636364,0.3818181818,39963.33333,59537.10842,3544667279,20470.4512,0.1967204843,88697.98846,-0.2159213585
2025-05-21 00:00:00.000',456167524,2,1,"iPhone15,2",iOS/18.4.1,18,54,2.571428571,1.08,0.4285714286,0.3333333333,50975.35714,69553.09935,4837633629,29475.02915,0.1541357348,94901.41708,-0.2669150488
2025-03-01 00:00:00.000',456591642,1,1,"iPhone14,7",iOS/16.1.2,12,81,1.714285714,2.07,-0.3650793651,0.1481481481,31800.66667,36594.97828,1339192436,63137.07479,0.07009673817,42112.08682,0.3788713241
2025-05-21 00:00:00.000',453720887,2,1,Samsung_sm-s921b,Android/15,6,43,0.8571428571,1.433333333,-0.4019933555,0.1395348837,62371.30435,59618.43975,3554358358,118644.8277,-0.02256636095,56987.07756,0.7798375108
2025-03-01 00:00:00.000',2095839711,3,1,"iPhone17,2",iOS/18.3.1,13,56,1.857142857,1.866666667,-0.005102040816,0.2321428571,45257.14286,49956.87274,2495689134,4414.417306,0.04935964364,55144.64626,0.02658006937
2025-05-21 00:00:00.000',2934812537,3,2,"iPhone14,2",iOS/18.4.1,16,91,2.285714286,3.033333333,-0.2464678179,0.1758241758,29526.80412,46648.37447,2176070841,19689.43221,0.2247657395,73698.15005,0.1704924548
2025-05-21 00:00:00.000',455852784,1,1,Xiaomi_21081111rg,Android/14,19,87,2.714285714,2.09,-0.06403940887,0.2183908046,29597.14286,41006.39246,1681524223,29446.11067,0.1615960101,56813.73472,0.03916927044
2025-01-11 00:00:00.000',456112296,3,1,"iPhone15,4",iOS/18.2.1,19,145,2.714285714,4.833333333,-0.4384236453,0.1310344828,18266.92308,30013.9139,900835027.9,11840.22496,0.2433054512,49315.09396,0.3759282098
2025-07-27 00:00:00.000',2095839711,1,1,"iPhone17,2",iOS/18.5,21,94,3,3.133333333,-0.04255319149,0.2234042553,29455.71429,43446.88752,1887632035,25347.22669,0.1919159658,64083.72979,-0.07917055702
2025-07-27 00:00:00.000',2938890568,1,1,Samsung_sm-a225f,Android/13,8,20,1.142857143,0.6666666667,0.7142857143,0.4,117113.6842,142334.156,20259011958,38195.67332,0.09720825484,172985.8649,-0.5887310799
2025-05-21 00:00:00.000',497566784,1,1,Honor_lly-lx1,Android/14,13,47,1.857142857,1.566666667,0.1854103343,0.2765957447,52158.26087,101044.6308,10210017419,36456.54749,0.3190956086,195750.7258,-0.1143381966
2025-01-11 00:00:00.000',453720887,1,1,Samsung SM-G780G,Android/13,5,22,0.7142857143,0.7333333333,-0.02597402597,0.2272727273,81952.72727,122062.1816,14899176170,20439.54834,0.196600604,181802.0787,0.2669727208
2025-04-09 00:00:00.000',453423845,1,2,Vivo_v2322,Android/14,7,25,1,0.8333333333,0.2,0.28,101980,171114.0446,29280016246,13658.7409,0.2531510516,287115.2799,-0.4064540709
2025-07-14 00:00:00.000',455852784,1,1,Xiaomi_21081111rg,Android/14,31,102,4.428571429,3.04,0.3025210084,0.3039215686,25179.13043,35380.0524,1251748108,3324.178709,0.1684455022,49713.71475,-0.2120723381
2025-01-27 00:00:00.000',465356982,2,2,OPPO CPH2477,Android/12,5,42,0.7142857143,1.04,-0.4897959184,0.119047619,53394.44444,78729.39969,6198318376,42005.29287,0.1917515753,116085.455,0.5289708256
2025-04-09 00:00:00.000',454732825,5,3,Vivo V2154,Android/14,65,107,9.285714286,3.566666667,1.603471295,0.6074766355,23140.8,37359.00715,1395695415,5633.955942,0.2350124376,60313.18777,-0.3820745273
2025-07-14 00:00:00.000',453173126,1,1,Xiaomi_2209116ag,Android/13,80,145,11.42857143,4.833333333,1.36453202,0.5517241379,19587.53425,71539.57165,5117910312,10918.76915,0.5701052052,261284.0518,-0.1956207247
2025-04-09 00:00:00.000',452910230,2,2,"iPhone14,2",iOS/18.1,16,37,2.285714286,1.233333333,0.8532818533,0.4324324324,65475,88548.3081,7840802867,34333.33801,0.1498040029,119752.6211,-0.3279001104
2025-04-09 00:00:00.000',450724681,1,1,Xiaomi 2312DRA50G,Android/14,2,16,0.2857142857,0.5333333333,-0.4642857143,0.125,130088.5714,121173.5381,14683026343,397020,-0.03548100951,112869.4564,2.202885487
2025-04-09 00:00:00.000',2938774348,1,2,Honor_ver-n49,Android/15,0,48,0,1.06,-1,0,41557.2,42656.33566,1819562972,-1,0.0130517695,43784.54207,-1
2025-04-09 00:00:00.000',456112296,2,1,"iPhone15,4",iOS/18.3.2,24,111,3.428571429,3.07,-0.07335907336,0.2162162162,23943.47107,30119.57997,907189097.9,41783.0902,0.1142390002,37888.78793,0.02127774532
2025-01-27 00:00:00.000',2937920677,1,1,"iPhone14,3",iOS/18.1.1,8,28,1.142857143,0.9333333333,0.2244897959,0.2857142857,94464.82759,180221.7844,32479891590,2608.225175,0.3121992595,343830.5285,-0.1283131651
2025-04-09 00:00:00.000',451013142,1,1,Xiaomi_22071212ag,Android/14,0,14,0,0.4666666667,-1,0,113232.6316,148197.6742,21962550632,-1,0.1337451773,193959.5532,-1
2025-07-14 00:00:00.000',2937918969,1,1,Xiaomi 220333QAG,Android/13,3,79,0.4285714286,2.633333333,-0.8372513562,0.03797468354,25712.67857,101606.7925,10323940274,193920,0.5960919667,401511.6607,1.903488111
2025-07-08 00:00:00.000',452195675,1,1,Samsung_sm-s928b,Android/15,9,28,1.285714286,0.9333333333,0.3775510204,0.3214285714,83770.90909,85617.50669,7330357452,76278.41423,0.01090155778,87504.80963,-0.4504733971
2025-05-12 00:00:00.000',2937764287,1,1,TECNO KL4,Android/14,9,48,1.285714286,1.06,-0.1964285714,0.1875,57504,80914.64437,6547179673,61150.2991,0.1691292707,113856.0739,-0.0438610344
